"Genome"	"original_bin"	"classification"	"fastani_reference"	"fastani_reference_radius"	"fastani_taxonomy"	"fastani_ani"	"fastani_af"	"closest_placement_reference"	"closest_placement_radius"	"closest_placement_taxonomy"	"closest_placement_ani"	"closest_placement_af"	"pplacer_taxonomy"	"classification_method"	"note"	"other_related_references.genome_id.species_name.radius.ANI.AF."	"msa_percent"	"translation_table"	"red_value"	"warnings"	"completeness"	"contamination"	"length"	"N50"	"centrality"
"MGYG000000011"	"ERR11604932_bin.3"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"GCA_004557565.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"96.25"	"0.953"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	76.04	2.92	2166099	2945	0
"MGYG000000012"	"ERR11604932_bin.4"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp934371135"	"GCA_934371135.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1740;s__UBA1740 sp934371135"	"98.01"	"0.947"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.45	0.27	2071454	130202	0.97646
"MGYG000000013"	"ERR11604932_bin.8"	"d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"GCA_945875805.1"	"95.0"	"d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__UBA4248 sp945875805"	"77.27"	"0.15"	"d__Bacteria;p__Myxococcota;c__Bradymonadia;o__UBA4248;f__UBA4248;g__UBA4248;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_004554395.1, s__UBA4248 sp004554395, 95.0, 77.18, 0.102; GCA_017629415.1, s__UBA4248 sp017629415, 95.0, 76.99, 0.065; GCA_017464085.1, s__UBA4248 sp017464085, 95.0, 76.85, 0.093; GCA_017555665.1, s__UBA4248 sp017555665, 95.0, 76.54, 0.07; GCA_017441205.1, s__UBA4248 sp017441205, 95.0, 76.43, 0.079; GCA_002395385.1, s__UBA4248 sp002395385, 95.0, 76.21, 0.07; GCA_017613855.1, s__UBA4248 sp017613855, 95.0, 75.98, 0.059"	"88.94"	"11"	"0.93726"	"N/A"	97.12	4.15	3107481	40452	0
"MGYG000000014"	"ERR11604933_bin.11"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"GCA_900540625.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625"	"93.59"	"0.883"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_002478045.1, s__CAG-873 sp002478045, 95.0, 86.2, 0.869; GCA_934590135.1, s__CAG-873 sp934590135, 95.0, 85.49, 0.874; GCA_001701165.1, s__CAG-873 sp001701165, 95.0, 85.05, 0.767; GCA_004553485.1, s__CAG-873 sp004553485, 95.0, 77.58, 0.175; GCA_900755985.1, s__CAG-873 sp900755985, 95.0, 77.49, 0.155; GCA_910586455.1, s__CAG-873 sp910586455, 95.0, 77.37, 0.099; GCA_017620635.1, s__CAG-873 sp017620635, 95.0, 77.35, 0.094; GCA_014800735.1, s__CAG-873 sp014800735, 95.0, 77.34, 0.099; GCA_014801485.1, s__CAG-873 sp014801485, 95.0, 77.34, 0.106; GCA_900548975.1, s__CAG-873 sp900548975, 95.0, 77.27, 0.105; GCA_016302215.1, s__CAG-873 sp016302215, 95.0, 77.25, 0.111; GCA_004552485.1, s__CAG-873 sp004552485, 95.0, 77.23, 0.147; GCA_945828175.1, s__CAG-873 sp945828175, 95.0, 77.2, 0.143; GCA_004554255.1, s__CAG-873 sp004554255, 95.0, 77.2, 0.116; GCA_004552725.1, s__CAG-873 sp004552725, 95.0, 77.2, 0.108; GCA_910579035.1, s__CAG-873 sp011959565, 95.0, 77.17, 0.089; GCA_910579995.1, s__CAG-873 sp009775135, 95.0, 77.17, 0.093; GCA_002493945.1, s__CAG-873 sp002493945, 95.0, 77.15, 0.097; GCA_009775195.1, s__CAG-873 sp009775195, 95.0, 77.13, 0.099; GCA_019415705.1, s__CAG-873 sp019415705, 95.0, 77.09, 0.096; GCA_945829225.1, s__CAG-873 sp945829225, 95.0, 77.08, 0.113; GCA_023663365.1, s__CAG-873 sp023663365, 95.0, 77.06, 0.11; GCA_900550395.1, s__CAG-873 sp900550395, 95.0, 77.05, 0.098; GCA_014800815.1, s__CAG-873 sp014800815, 95.0, 77.04, 0.089; GCA_910587915.1, s__CAG-873 sp910587915, 95.0, 77.03, 0.068; GCA_910586975.1, s__CAG-873 sp910586975, 95.0, 77.02, 0.07; GCA_900541865.1, s__CAG-873 sp900541865, 95.0, 76.99, 0.116; GCA_017624155.1, s__CAG-873 sp017624155, 95.0, 76.97, 0.098; GCA_900554265.1, s__CAG-873 sp900554265, 95.0, 76.95, 0.108; GCA_910584905.1, s__CAG-873 sp910584905, 95.0, 76.94, 0.106; GCA_910578365.1, s__CAG-873 sp910578365, 95.0, 76.92, 0.116; GCA_023663145.1, s__CAG-873 sp023663145, 95.0, 76.9, 0.071; GCA_905202215.1, s__CAG-873 sp905202215, 95.0, 76.89, 0.069; GCA_910587925.1, s__CAG-873 sp910587925, 95.0, 76.88, 0.124; GCA_017937625.1, s__CAG-873 sp017937625, 95.0, 76.87, 0.079; GCA_910577315.1, s__CAG-873 sp910577315, 95.0, 76.87, 0.114; GCA_910576775.1, s__CAG-873 sp910576775, 95.0, 76.86, 0.057; GCA_020860445.1, s__CAG-873 sp020860445, 95.0, 76.84, 0.076; GCA_009775125.1, s__CAG-873 sp001689665, 95.0, 76.83, 0.108; GCA_910578095.1, s__CAG-873 sp910578095, 95.0, 76.8, 0.1; GCA_023666615.1, s__CAG-873 sp023666615, 95.0, 76.79, 0.06; GCA_910577355.1, s__CAG-873 sp910577355, 95.0, 76.79, 0.108; GCA_910587475.1, s__CAG-873 sp910587475, 95.0, 76.79, 0.08; GCA_910587355.1, s__CAG-873 sp910587355, 95.0, 76.72, 0.078; GCA_002490635.1, s__CAG-873 sp002490635, 95.0, 76.71, 0.098; GCA_001689415.1, s__CAG-873 sp001689415, 95.0, 76.7, 0.079; GCA_910578035.1, s__CAG-873 sp910578035, 95.0, 76.7, 0.086; GCA_017621055.1, s__CAG-873 sp017621055, 95.0, 76.68, 0.119; GCA_009775265.1, s__CAG-873 sp009775265, 95.0, 76.66, 0.088; GCA_910586595.1, s__CAG-873 sp910586595, 95.0, 76.62, 0.088; GCA_910587235.1, s__CAG-873 sp910587235, 95.0, 76.6, 0.091; GCA_910589055.1, s__CAG-873 sp910589055, 95.0, 76.6, 0.099; GCA_022509065.1, s__CAG-873 sp022509065, 95.0, 76.58, 0.041; GCA_003979155.1, s__CAG-873 sp003979155, 95.0, 76.57, 0.069; GCA_900759825.1, s__CAG-873 sp900759825, 95.0, 76.56, 0.084; GCA_905193995.1, s__CAG-873 sp905193995, 95.0, 76.56, 0.075; GCA_002633115.1, s__CAG-873 sp002633115, 95.0, 76.52, 0.088; GCA_900555715.1, s__CAG-873 sp900555715, 95.0, 76.52, 0.069; GCA_022508985.1, s__CAG-873 sp022508985, 95.0, 76.52, 0.063; GCA_910584495.1, s__CAG-873 sp910584495, 95.0, 76.51, 0.076; GCA_014800065.1, s__CAG-873 sp014800065, 95.0, 76.5, 0.059; GCA_017621845.1, s__CAG-873 sp017621845, 95.0, 76.5, 0.099; GCA_910576935.1, s__CAG-873 sp910576935, 95.0, 76.5, 0.093; GCA_017889945.1, s__CAG-873 sp017889945, 95.0, 76.49, 0.081; GCA_009775225.1, s__CAG-873 sp009775225, 95.0, 76.47, 0.095; GCA_910583525.1, s__CAG-873 sp910583525, 95.0, 76.46, 0.08; GCA_020860515.1, s__CAG-873 sp020860515, 95.0, 76.45, 0.06; GCA_910587545.1, s__CAG-873 sp910587545, 95.0, 76.35, 0.07; GCA_905193395.1, s__CAG-873 sp905193395, 95.0, 76.31, 0.094; GCA_900554715.1, s__CAG-873 sp900554715, 95.0, 76.31, 0.083; GCA_910586995.1, s__CAG-873 sp910586995, 95.0, 76.29, 0.064; GCA_900759845.1, s__CAG-873 sp900759845, 95.0, 76.25, 0.049; GCA_910579605.1, s__CAG-873 sp910579605, 95.0, 76.08, 0.042; GCA_002491245.1, s__CAG-873 sp002491245, 95.0, 75.97, 0.055; GCA_009775535.1, s__CAG-873 sp009775535, 95.0, 75.95, 0.058"	"95.49"	"11"	"0.9984"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	99.85	0.68	2546944	79583	0
"MGYG000000015"	"ERR11604933_bin.13"	"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAAFZY01;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"GCA_021617435.1"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAAFZY01;s__CAAFZY01 sp021617435"	"91.2"	"0.887"	"d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__CAAFZY01;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_900767645.1, s__CAAFZY01 sp900767645, 95.0, 93.64, 0.894; GCA_944392295.1, s__CAAFZY01 sp944392295, 95.0, 78.87, 0.504; GCA_944391375.1, s__CAAFZY01 sp944391375, 95.0, 78.49, 0.475; GCA_944393235.1, s__CAAFZY01 sp944393235, 95.0, 78.31, 0.553; GCA_944393205.1, s__CAAFZY01 sp944393205, 95.0, 78.19, 0.489; GCA_944391395.1, s__CAAFZY01 sp944391395, 95.0, 78.05, 0.496; GCA_944391705.1, s__CAAFZY01 sp944391705, 95.0, 77.76, 0.553"	"65.56"	"11"	"0.98775"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	70.91	1.11	901506	3362	0
"MGYG000000016"	"ERR11604933_bin.15"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900290275"	"GCF_900290275.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900290275"	"98.21"	"0.983"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	59.89	1.05	1706160	5305	0
"MGYG000000017"	"ERR11604933_bin.16"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__WG-1;s__WG-1 sp900539665"	"GCA_900539665.1"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Succinivibrionaceae;g__WG-1;s__WG-1 sp900539665"	"98.95"	"0.878"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.24	0	2608901	26383	0.987695947368421
"MGYG000000018"	"ERR11604933_bin.2"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp000434695"	"GCF_020559915.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D sp000434695"	"96.23"	"0.97"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	75.56	1.47	1654710	2580	0
"MGYG000000019"	"ERR11604933_bin.5"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432515"	"GCA_000432515.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000432515"	"96.48"	"0.84"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	64.59	1.58	1888616	3214	0
"MGYG000000020"	"ERR11604933_bin.9"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"GCA_900551335.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900551335"	"95.12"	"0.83"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	75.8	1.39	1523027	2520	0
"MGYG000000021"	"ERR11604934_bin.12"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"	"GCF_003697165.2"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli"	"96.88"	"0.967"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	66.46	2.13	2075864	2012	0
"MGYG000000022"	"ERR11604935_bin.1"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans"	"GCF_000174195.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans"	"95.77"	"0.742"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	99.98	1.46	3441532	58490	0.961273375
"MGYG000000023"	"ERR11604936_bin.10"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HGM13233;s__HGM13233 sp900762805"	"GCA_900762805.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__HGM13233;s__HGM13233 sp900762805"	"99.0"	"0.89"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	95.07	3.68	1686675	16577	0
"MGYG000000024"	"ERR11604936_bin.14"	"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__UBA1724 sp900548225"	"GCA_900548225.1"	"95.0"	"d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__UBA1407;f__UBA1407;g__UBA1724;s__UBA1724 sp900548225"	"98.36"	"0.886"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	98.2	0.18	2105337	24447	0.980710266666667
"MGYG000000025"	"ERR11604936_bin.2"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900753045"	"GCA_900753045.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900753045"	"95.92"	"0.926"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCF_000188175.1, s__Phascolarctobacterium_A succinatutens, 95.0, 95.22, 0.926"	"N/A"	"N/A"	"N/A"	"N/A"	66.79	1.38	1195001	2819	0
"MGYG000000026"	"ERR11604936_bin.4"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625"	"GCA_900540625.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp900540625"	"96.6"	"0.977"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	61.39	0.17	1405969	3450	0
"MGYG000000027"	"ERR11604936_bin.8"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"GCA_004557565.1"	"95.0"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565"	"96.48"	"0.96"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	54.98	0.88	1591379	2206	0
"MGYG000000028"	"ERR11604937_bin.10"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900753045"	"GCA_900753045.1"	"95.0"	"d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900753045"	"95.8"	"0.867"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	96.28	0.77	2136142	22904	0.951467666666667
"MGYG000000029"	"ERR11604937_bin.15"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__Merdousia;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__Merdousia;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_934613645.1, s__Merdousia sp934613645, 95.0, 91.9, 0.968; GCA_023450935.1, s__Merdousia sp023450935, 95.0, 90.68, 0.937; GCA_900548275.1, s__Merdousia sp900548275, 95.0, 78.63, 0.4; GCA_900546565.1, s__Merdousia sp900546565, 95.0, 78.44, 0.505; GCA_002437405.1, s__Merdousia sp002437405, 95.0, 78.4, 0.305; GCA_021641325.1, s__Merdousia sp021641325, 95.0, 78.32, 0.395; GCA_002405555.1, s__Merdousia sp002405555, 95.0, 78.27, 0.395; GCA_944391135.1, s__Merdousia sp944391135, 95.0, 77.7, 0.216; GCA_900760055.1, s__Merdousia sp900760055, 95.0, 77.58, 0.2; GCA_944389175.1, s__Merdousia sp944389175, 95.0, 77.18, 0.226; GCA_904424815.1, s__Merdousia sp001917305, 95.0, 77.01, 0.232; GCA_905214995.1, s__Merdousia sp905214995, 95.0, 76.94, 0.189; GCA_900760665.1, s__Merdousia sp900760665, 95.0, 76.93, 0.221; GCA_015061945.1, s__Merdousia sp015061945, 95.0, 76.82, 0.058; GCA_017623955.1, s__Merdousia sp017623955, 95.0, 76.82, 0.032; GCA_900545705.1, s__Merdousia sp900545705, 95.0, 76.64, 0.126; GCA_944389195.1, s__Merdousia sp944389195, 95.0, 76.51, 0.142; GCA_015061955.1, s__Merdousia sp015061955, 95.0, 76.3, 0.042; GCA_900545715.1, s__Merdousia gallistercoris, 95.0, 76.19, 0.142; GCA_944389915.1, s__Merdousia sp944389915, 95.0, 76.16, 0.068; GCA_000438015.1, s__Merdousia sp000438015, 95.0, 76.06, 0.053; GCA_944389215.1, s__Merdousia sp944389215, 95.0, 76.01, 0.105"	"54.12"	"11"	"0.99184"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	63.32	1.98	1676894	2694	0
"MGYG000000030"	"ERR11604938_bin.5"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075"	"GCF_003438075.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003438075"	"95.74"	"0.878"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	94.56	0.9	2079583	7891	0.962399
"MGYG000000031"	"ERR11604939_bin.12"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis"	"GCF_001406815.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter faecis"	"95.94"	"0.954"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	72.95	3.47	1689888	2978	0
"MGYG000000032"	"ERR11604939_bin.6"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__W3P20-009;g__W3P20-009;s__"	"taxonomic classification defined by topology and ANI"	"classification based on placement in class-level tree"	"GCA_934717675.1, s__W3P20-009 sp934717675, 95.0, 87.56, 0.933; GCA_934699135.1, s__W3P20-009 sp934699135, 95.0, 87.2, 0.923; GCA_934725785.1, s__W3P20-009 sp934725785, 95.0, 78.69, 0.25; GCA_004552385.1, s__W3P20-009 sp004552385, 95.0, 78.52, 0.353; GCA_022768325.1, s__W3P20-009 sp022768325, 95.0, 78.35, 0.407; GCA_017390085.1, s__W3P20-009 sp017390085, 95.0, 78.27, 0.393; GCA_900766825.1, s__W3P20-009 sp900766825, 95.0, 77.53, 0.2; GCA_017417385.1, s__W3P20-009 sp017417385, 95.0, 76.84, 0.09; GCA_024401335.1, s__W3P20-009 sp024401335, 95.0, 76.23, 0.01; GCA_024401295.1, s__W3P20-009 sp024401295, 95.0, 76.2, 0.01; GCA_017960905.1, s__W3P20-009 sp017960905, 95.0, 75.8, 0.05; GCA_015061285.1, s__W3P20-009 sp015061285, 95.0, 75.55, 0.017; GCA_017539645.1, s__W3P20-009 sp017539645, 95.0, 75.35, 0.023; GCA_905235955.1, s__W3P20-009 sp905235955, 95.0, 74.98, 0.017; GCA_024401355.1, s__W3P20-009 sp024401355, 95.0, 74.9, 0.02; GCA_024401395.1, s__W3P20-009 sp024401395, 95.0, 74.65, 0.013; GCA_024401415.1, s__W3P20-009 sp024401415, 95.0, 74.6, 0.003; GCA_021443545.1, s__W3P20-009 sp021443545, 95.0, 74.45, 0.007; GCA_024401365.1, s__W3P20-009 sp024401365, 95.0, 74.44, 0.003"	"46.57"	"11"	"0.99138"	"Genome not assigned to closest species as it falls outside its pre-defined ANI radius"	63.26	1.48	1676012	4423	0
"MGYG000000033"	"ERR11604940_bin.11"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__SFHR01;s__SFHR01 sp934271525"	"GCA_934271525.1"	"95.0"	"d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__SFHR01;s__SFHR01 sp934271525"	"98.64"	"1.0"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	67.38	0.61	908169	2807	0
"MGYG000000034"	"ERR11604940_bin.18"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp003481705"	"GCF_003481705.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp003481705"	"96.79"	"0.978"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	65.66	0.07	1205610	3241	0
"MGYG000000035"	"ERR11604940_bin.2"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__Spyradosoma;s__Spyradosoma sp934675585"	"GCA_934675585.1"	"95.0"	"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__UBA953;g__Spyradosoma;s__Spyradosoma sp934675585"	"98.76"	"0.927"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	97.48	0.03	1772921	34495	0
"MGYG000000036"	"ERR11604940_bin.7"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp934591815"	"GCA_934591815.1"	"95.0"	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp934591815"	"97.47"	"0.88"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"GCA_900545495.1, s__Vescimonas sp900545495, 95.0, 95.15, 0.846"	"N/A"	"N/A"	"N/A"	"N/A"	80.44	3.61	1838447	17230	0
"MGYG000000037"	"ERR11604941_bin.11"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter sp934660915"	"GCA_934660915.1"	"95.0"	"d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Paratractidigestivibacter;s__Paratractidigestivibacter sp934660915"	"95.32"	"0.911"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	"ani_screen"	"classification based on ANI only"	"N/A"	"N/A"	"N/A"	"N/A"	"N/A"	73.36	0.61	1607705	6969	0
